ON,Sustanied,OFF,clusters
0.196172248803828,-0.309749784296807,0.244019138755981,1
-0.300239234449761,-0.456427955133736,-0.354066985645933,1
-0.413489736070381,-0.323109465891063,-0.67741935483871,1
-0.391080617495712,-0.484998453448809,-0.373927958833619,1
-0.0942636699094263,-0.333978585687496,-0.174773565917477,1
0.0973951250130766,-0.179384632798204,-0.169369180876661,1
0.0206010206010206,-0.281210592686002,0.00359100359100358,1
-0.23444976076555,-0.758412424503883,-0.282296650717703,1
0.0873440285204991,-0.099967855994857,0.323529411764706,1
-0.61038961038961,-0.508196721311475,-0.443413729128015,1
-0.576802507836991,-0.499717354437536,-0.294670846394985,1
0.350971010413735,-0.236410698878343,0.317196735153391,1
0.135883144339804,-0.501958201920078,0.135883144339804,1
0.2190419694498,-0.109458989650469,0.103366454100549,1
-0.082039911308204,-0.448220711715314,-0.521064301552106,1
0.759530791788856,-0.20676890534109,0.407624633431085,1
-0.421487603305785,-0.339294585196224,-0.614325068870523,1
-0.176904176904177,-0.158174568010634,0.117936117936118,1
-0.0617813889314731,-0.0744477925524562,0.0692932699678063,1
0.353682813536828,-0.522555941127199,-0.422694094226941,1
0.180461329715061,-0.647663322730609,-0.26729986431479,1
-0.393939393939394,-0.763205828779599,-0.0909090909090908,1
-0.285714285714286,-0.46135831381733,0.19047619047619,1
0.0952040085898354,-0.217761714211953,0.191839656406586,1
0.0470779220779222,-0.244730679156909,0.501623376623377,1
0.0435837799575286,-0.560167034409818,-0.517645869147538,1
-0.534368070953437,-0.436225509796081,-0.600886917960088,1
0.232797053692576,-0.18312419168793,-0.127737933708083,1
-0.309090909090909,-0.462295081967213,0.345454545454545,1
0.0291595197255574,-0.166237069113654,-0.0813798360968172,1
-0.380165289256198,-0.485842026825633,-0.380165289256198,1
0.0909090909090907,-0.578454332552693,-0.376623376623377,1
-0.0643190801293567,-0.0949264562949522,0.218109953287819,1
0.017054050336955,-0.140646313335483,0.101636638701692,1
-0.00958854229882267,-0.297423887587822,0.230731884937492,1
-0.569377990430622,-0.585849870578084,-0.138755980861244,1
0.326781326781326,-0.375276916260523,0.0319410319410316,1
0.241883116883117,-0.437939110070257,-0.147727272727272,1
-0.545454545454546,-0.815573770491803,-0.829545454545455,1
-0.18560606060606,-0.474043715846995,-0.621212121212121,1
-0.410609037328094,-0.301426777029856,-0.453473834613324,1
-0.174503657262278,-0.385716977576785,-0.111807732497387,1
-0.134199134199134,-0.435987509758002,-0.112554112554113,1
-0.26829268292683,-0.120351859256298,-0.201773835920178,1
0.691919191919192,0.22040072859745,0.237373737373737,1
-0.181818181818182,-0.340983606557377,-0.0181818181818182,1
-0.659090909090909,-0.836065573770492,-0.772727272727273,1
-0.0819081908190819,-0.142996266839799,-0.162916291629163,1
-0.0271618625277163,-0.347760895641744,-0.118625277161863,1
0.122393348780155,-0.189667461351292,-0.096360910453864,1
-0.0991521431935939,-0.355941561199354,-0.162741403674046,1
0.550802139037434,-0.247830279652845,0.657754010695188,1
0.128526645768025,-0.304691916336914,-0.404388714733543,1
-0.703557312252965,-0.925160370634355,-0.58498023715415,1
-0.499072356215214,-0.498159919705588,0.0575139146567714,1
-0.685314685314686,-0.791929382093317,-0.0559440559440564,1
-0.52354874041621,-0.585226150503654,0.0186199342825851,1
-0.246188594014681,-0.601364423174829,-0.195369847543761,1
-0.278074866310161,-0.421407907425265,-0.27807486631016,1
-0.614973262032086,-0.577627772420444,-0.133689839572192,1
0.141084434852981,-0.398744953057353,-0.182627461559212,1
-0.125214408233276,-0.350448499845345,0.69811320754717,1
-0.442322383498854,-0.448959911833586,-0.3353705118411,1
-0.537337662337662,-0.54771662763466,-0.464285714285714,1
-0.0858303707465719,-0.156516164483927,-0.00964956830878622,1
-1,-1,-0.772727272727273,1
0.729490022172949,-0.772091163534586,-0.733924611973393,1
0.257722859664607,-0.147700143243673,0.522506619593998,1
-0.147727272727273,-0.0983606557377049,-0.0625,1
0.107313738892686,-0.0182423271292988,0.138072453861927,1
-0.429175475687104,-0.645444147922227,-0.112050739957717,1
-0.100223546944858,-0.103063692555764,0.17026825633383,1
0.143168209036472,-0.0743103956022382,0.0125204137180186,1
-0.071992878602426,-0.169893853963923,0.0548570156893289,1
-0.447852760736197,-0.306044453384291,-0.24707194645845,1
-0.497276916631755,-0.100249301201179,-0.271051529116045,1
-0.648093841642229,-0.50290851401375,-0.530791788856305,1
-0.467849223946785,-0.652139144342263,-0.534368070953437,1
-0.42350332594235,-0.300279888044782,-0.223946784922395,1
-0.532467532467532,-0.437939110070258,0.012987012987013,1
0.342764378478664,-0.261040481766477,0.363636363636364,1
0.53164886689242,0.38804077222979,0.672310497525398,2
0.678321678321678,0.809583858764186,0.783216783216783,2
0.425837320574163,0.375323554788611,0.684210526315789,2
0.916461916461917,0.51262738147984,1.59459459459459,2
0.220095693779904,0.21397756686799,0.389473684210526,2
1.37433155080214,0.61427193828351,0.363636363636364,2
0.148890479599141,0.765844843165096,0.256263421617753,2
0.419951729686243,0.116349920208908,0.327433628318584,2
0.666666666666667,0.431010928961749,0.856060606060606,2
0.80944055944056,0.341424968474149,0.958041958041958,2
0.394035900405327,-0.28422261668581,0.0509554140127388,2
0.435881998795906,0.243621756595375,0.346578366445916,2
2.15676449534717,0.524783787272492,1.86685755189692,2
0.573916737468139,0.346713650988203,0.765080713678845,2
0.239669421487603,0.25765855274052,0.473829201101928,2
0.479732388823298,0.156766730537222,0.641086186540732,2
0.456717344089358,0.113691042354389,0.400868755817561,2
0.37605563835072,0.241601719967751,0.445603576751118,2
0.379693675889328,0.226167141838917,0.471096837944664,2
1.38845510317903,0.603640752288041,1.07055214723926,2
0.363636363636364,0.273456574816882,0.317214700193424,2
0.256198347107438,0.12535187945024,0.122130394857668,2
0.45507553670819,0.128996797782345,0.208587331036311,2
0.241062308478039,0.281083072389022,0.447906026557712,2
0.239364084191671,0.174997981103125,0.464397671294223,2
0.40495867768595,0.253991909729615,0.375442739079103,2
0.532718489240229,0.442147778569732,0.220904699165569,2
0.431509666803784,0.250649061642311,0.869600987248046,2
1.82296650717703,1.34685073339085,4.83732057416268,2
0.420257942749292,0.372454478416246,0.811890531613715,2
3.12457912457913,2.24833029751062,2.31649831649832,2
1.11089220377146,0.463228949906106,0.40163242330425,2
0.668928086838535,0.462564228040127,0.317842605156038,2
0.991341991341991,0.891751236013531,1.00577200577201,2
0.311637778563848,0.27524398800791,0.171559957552175,2
1.05774807716555,0.384006730178941,0.668137687555163,2
0.64704718567613,0.533741236911111,0.650014838262934,2
0.433067950379559,0.334179159293513,0.816330309202,2
0.731358529111338,0.975501934057837,0.378958120531154,2
0.68702838663313,0.339337782673492,1.02120014372979,2
0.475098814229249,0.23335709194583,0.574703557312253,2
0.440290478752017,0.167669027063731,0.408015061861216,2
0.275024614374795,0.208202639521809,0.358713488677388,2
0.382782584030634,0.181939080841922,0.227485463054886,2
0.916731258996789,0.123180447674767,0.185915181043074,2
1.03827751196172,-0.0785159620362382,1.61244019138756,2
1.19178082191781,0.469795643386481,0.824408468244084,2
0.414708886618999,0.230429176643949,0.0469867211440246,2
0.966783216783217,0.429303278688525,0.658653846153846,2
0.431143114311431,0.264202239896121,0.468271827182718,2
0.163016088389223,0.0968576322136392,0.273502616786199,2
0.570093457943926,-0.0678719166538991,0.121495327102804,2
0.419043710240098,0.245050512526366,0.369792735481223,2
0.885521885521885,1.38615664845173,0.582491582491582,2
0.413525498891352,1.98680527788884,1.26164079822616,2
0.127362736273627,0.907563707190391,0.964446444644464,2
0.0708508573277257,0.128872294498571,0.197023616952443,2
0.0227272727272725,0.124833850243686,0.391277641277641,2
1.51098997714085,0.312743761296255,2.20203973975734,2
0.521394611727417,0.191707152321322,0.33122028526149,2
1.21081244337058,0.35776918468493,1.09302325581395,2
0.692103516921036,0.43305013760919,0.405441274054413,2
0.286224692338229,0.342257856682654,0.375545851528384,2
1.10134128166915,0.628594463853803,3.18777943368107,2
1.53309796999117,0.502466974375298,0.341571050308914,2
0.360487087969767,0.503804944534888,0.31009867730422,2
0.178620374600274,0.243100749649889,0.164915486523527,2
0.413323518586677,0.25340147341873,0.341553183658447,2
0.142765685019206,0.126471946432694,0.248399487836107,2
0.190356604721246,0.540621320532561,0.883475640381718,2
0.983937115516062,0.646431652902748,0.876281613123718,2
0.633835457705678,-0.0266512166859791,0.592752554513852,2
0.322314049586777,0.154992548435171,0.248524203069658,2
0.753246753246753,1.21311475409836,0.558441558441559,2
0.367020076697496,0.347272505389903,0.279043537108053,2
