ON,Sustanied,OFF,clusters
0.743151282498691,0.163902960888581,0.16733554353516,2
0.607780865422787,0.284272317273964,0.0480349344978166,2
0.64274322169059,0.492666091458153,0.228070175438596,2
0.402776328149462,0.215109822890591,0.515499425947187,2
0.91304347826087,1.02138275124733,0.272727272727273,2
1.19617224880383,0.296807592752373,0.327751196172249,2
0.0585305105853052,0.531551762856501,-0.165628891656289,2
1.25,0.561475409836066,0.653409090909091,2
0.902748414376321,0.1208539839878,0.173361522198731,2
1.41997439180538,0.842530593396444,1.22791293213828,2
0.588702559576346,0.484959414292535,0.376875551632833,2
0.678679376889095,0.116515030816318,0.295047663334108,2
1.33766233766234,0.667854597291518,1.32072275550536,2
0.423670668953688,0.682647695638726,1.00686106346484,2
1.76315789473684,1.6725625539258,1.36842105263158,2
0.818181818181818,0.421311475409836,0.381818181818182,2
0.688970927549607,0.560289589747857,1.0073834794647,2
0.136044880785414,0.0953486767985654,0.220196353436185,2
2.13878429263045,0.118925210980697,0.871974179666488,2
1.46153846153846,1.52459016393443,0.944055944055944,2
2.45634563456346,0.718876805713358,1.75427542754276,2
2.04120340091563,0.772614695129142,3.12034009156311,2
0.234060057589469,0.223944811215785,0.715343480049362,2
0.0113290964354793,-0.0134037570382182,0.442387399834208,2
0.613636363636364,0.137978142076503,0.295454545454545,2
0.326333241226858,0.17494643479994,0.0527770102238187,2
0.96813495782568,0.368936961297955,0.415182755388941,2
1.79379157427938,6.23310675729708,5.31929046563193,2
0.073804244535952,0.430856228936997,0.482420019005385,2
0.631656933670357,-0.148892696037596,0.827769545890352,2
2.29885683179096,1.38833807794248,1.74360370168753,2
0.328722484538139,0.321788768033387,0.869388840859214,2
0.115702479338843,0.353475138870072,0.746806912096169,2
1.73955773955774,2.59548072662827,2.14496314496315,2
0.617473435655254,1.15563125399191,0.706021251475797,2
1.39234449760766,2.03710094909405,1.2488038277512,2
0.0859100166635807,-0.248772995893293,-0.247361599703759,3
-0.672727272727273,-0.429508196721312,0.418181818181818,3
-0.22488038277512,-0.335289042277826,-0.391387559808613,3
0.0733844468784228,-0.269207979458819,-0.27710843373494,3
-0.103896103896104,-0.318501170960187,-0.532467532467533,3
-0.545454545454546,-0.354508196721312,0.193181818181818,3
-0.0606060606060607,-0.360655737704918,-0.575757575757576,3
-0.744318181818181,-0.40061475409836,0.619318181818182,3
-0.247961340984597,-0.168345950656282,-0.293264874660223,3
-0.347826086956522,-0.476122594440485,-0.822134387351779,3
-0.318181818181818,-0.534543325526932,-0.415584415584415,3
-0.399350649350649,-0.478922716627635,-0.301948051948052,3
-0.583975346687211,-0.429008057793832,-0.560862865947612,3
-0.532467532467532,-0.297423887587822,-0.0649350649350647,3
-0.764890282131662,-0.703222159412097,-0.529780564263323,3
0.407910271546635,-0.0579093038109432,-0.229634002361275,3
0.0909090909090909,-0.446074201898188,-0.311004784688995,3
0.182913472070099,-0.134900256764764,-0.211391018619934,3
-0.0245989304812833,-0.17579556412729,-0.242780748663102,3
-0.298701298701299,-0.550351288056206,-0.688311688311689,3
-0.0163934426229508,-0.685568395592583,-0.687034277198212,3
-0.294670846394985,-0.694742792538158,-0.435736677115988,3
-0.22979797979798,-0.329462659380692,-0.00883838383838386,3
0.608391608391608,-0.407313997477932,-0.650349650349651,3
-0.595959595959596,-0.65391621129326,0.178451178451178,3
-0.101604278074866,-0.485053037608486,-0.422459893048128,3
0.35089209855565,-0.397885705530872,-0.490229396771453,3
-0.209855564995752,-0.39328941320668,-0.311809685641461,3
0.202068074105989,-0.0909797218553337,-0.0952175786299009,3
0.274350649350649,-0.247658079625293,-0.310064935064935,3
0.311188811188811,-0.209095208070618,-0.344405594405594,3
-0.00826446280991742,-0.291036832020439,-0.114521841794569,3
-0.696969696969697,-0.593199757134183,-0.797979797979798,3
-0.293655984303466,-0.260526005425168,-0.274035317200785,3
-0.54066985645933,-0.463330457290768,-0.0334928229665072,3
-0.380835380835381,-0.385910500664599,-0.189189189189189,3
0.617055510860821,-0.277527926882344,-0.300080450522928,3
0.553030303030303,0.680327868852459,0.628787878787879,4
0.363636363636364,3.13348946135831,1.01298701298701,4
-0.0424959655728886,0.0946745562130178,0.116191500806886,4
1.03094777562863,0.737007324729683,-0.129593810444874,4
-0.62087240114146,0.609938984047636,-0.437423562984101,4
0.264952153110048,0.451143226919759,0.381578947368421,4
0.351981351981352,2.58133669609079,0.981351981351981,4
0.145912910618793,0.96308031409285,2.13980137509549,4
0.252919742128375,0.340454568429566,0.32019060076614,4
-0.361702127659575,0.2033484478549,-0.129593810444874,4
-0.00826446280991752,0.290740620747748,-0.11606180380884,4
0.0363636363636364,1.76393442622951,1.50909090909091,4
0.101398601398602,0.778058007566204,0.520979020979021,4
0.508021390374332,0.371263259402122,0.828877005347594,4
0.248937977909941,0.383483989581737,0.401869158878505,4
0.207792207792208,0.053864168618267,0.285714285714286,4
-0.404388714733543,0.955907292255511,0.253918495297805,4
0.00580270793036744,0.320195326124869,-0.0522243713733076,4
0.0454545454545455,0.377049180327869,0.0909090909090909,4
0.715542521994134,0.530936012691697,0.89149560117302,4
0.45933014354067,0.423641069887834,0.650717703349282,4
0.00909090909090907,0.539344262295082,0.472727272727273,4
0.202651515151515,0.71448087431694,0.477272727272728,4
0.11317254174397,0.328203412512546,0.311069882498454,4
